																			
o.state27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																			
Constant	0.0073	0.0875	0.2933***	0.5880***	0.6600***	0.7236***	0.7637***	0.8402***	0.9042***	0.9903***	1.0844***	1.1212***	1.2376***	1.3011***	1.3602***	1.4059***	1.4621***	1.4965***	1.5398***
	(0.025)	(0.073)	(0.056)	(0.180)	(0.182)	(0.199)	(0.202)	(0.203)	(0.195)	(0.206)	(0.200)	(0.198)	(0.193)	(0.209)	(0.227)	(0.230)	(0.234)	(0.241)	(0.239)
																			
Observations	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224
R-squared	0.152	0.080	0.067	0.203	0.248	0.297	0.291	0.280	0.288	0.293	0.326	0.336	0.333	0.326	0.302	0.286	0.291	0.286	0.270
Robust standard errors in parentheses																			
*** p<0.01, ** p<0.05, * p<0.1																			
