	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)
state14	-0.0229**	0.1380***	-0.0713***	-0.1052***	-0.1533***	-0.0683***	-0.0816***	-0.0895***	-0.0916***	-0.0624***	-0.0541***	0.0118	0.0171**	0.0421***	0.0578***	0.0804***	0.0938***	0.0274**	-0.0900***
	(0.010)	(0.010)	(0.014)	(0.009)	(0.007)	(0.010)	(0.010)	(0.009)	(0.011)	(0.010)	(0.009)	(0.008)	(0.008)	(0.010)	(0.010)	(0.012)	(0.012)	(0.011)	(0.012)
state15	-0.0580***	0.1140***	-0.0935***	-0.2003***	-0.2277***	-0.1179***	-0.0921***	-0.1265***	-0.0953***	-0.0504***	-0.0450***	0.0162*	0.0032	0.0387***	0.0760***	0.1160***	0.1254***	0.0672***	-0.0416***
	(0.008)	(0.006)	(0.008)	(0.009)	(0.008)	(0.011)	(0.010)	(0.010)	(0.010)	(0.009)	(0.009)	(0.010)	(0.009)	(0.010)	(0.010)	(0.012)	(0.013)	(0.012)	(0.013)
state16	-0.0473***	0.0976***	-0.1656***	-0.2132***	-0.1965***	-0.1270***	-0.1253***	-0.1389***	-0.0892***	-0.0557**	-0.0623***	0.0213	0.0229	0.0407*	0.0513**	0.0660**	0.0714***	-0.0021	-0.1042***
	(0.010)	(0.015)	(0.024)	(0.020)	(0.023)	(0.031)	(0.023)	(0.025)	(0.023)	(0.025)	(0.024)	(0.025)	(0.023)	(0.024)	(0.025)	(0.025)	(0.025)	(0.023)	(0.025)
state17	-0.0427**	0.0969***	-0.1433***	-0.1448***	-0.1505***	-0.0554***	-0.0690***	-0.0665***	-0.0254	-0.0009	-0.0011	0.0535**	0.0577***	0.0685***	0.0701***	0.0998***	0.1093***	0.0323	-0.0632**
	(0.018)	(0.013)	(0.014)	(0.014)	(0.015)	(0.016)	(0.019)	(0.019)	(0.020)	(0.024)	(0.023)	(0.024)	(0.020)	(0.021)	(0.023)	(0.023)	(0.025)	(0.028)	(0.027)
state18	0.0021	0.0910***	-0.1197***	-0.1211***	-0.1217***	-0.0475*	-0.0459*	-0.0496**	-0.0436	-0.0147	-0.0127	0.0410**	0.0419**	0.0623***	0.0918***	0.1158***	0.1312***	0.0485***	-0.0481***
	(0.010)	(0.032)	(0.033)	(0.033)	(0.024)	(0.028)	(0.025)	(0.024)	(0.027)	(0.021)	(0.018)	(0.020)	(0.019)	(0.021)	(0.020)	(0.016)	(0.020)	(0.018)	(0.017)
state19	-0.0451***	0.1127***	-0.1313***	-0.1417***	-0.1139***	-0.0074	-0.0021	0.0010	0.0497	0.0985**	0.0982**	0.1552***	0.1584***	0.1533***	0.1522***	0.1823***	0.1890***	0.1049**	0.0044
	(0.016)	(0.018)	(0.017)	(0.027)	(0.027)	(0.032)	(0.037)	(0.039)	(0.040)	(0.040)	(0.040)	(0.041)	(0.045)	(0.042)	(0.043)	(0.045)	(0.045)	(0.045)	(0.045)
state20	-0.0109	0.1321***	-0.0525***	-0.0506***	-0.0344***	0.0503***	0.0392**	0.0315*	0.0529***	0.0596***	0.0539***	0.1035***	0.1000***	0.0855***	0.0666***	0.0943***	0.1013***	0.0058	-0.1053***
	(0.013)	(0.011)	(0.014)	(0.012)	(0.013)	(0.017)	(0.019)	(0.019)	(0.020)	(0.020)	(0.020)	(0.021)	(0.020)	(0.021)	(0.021)	(0.022)	(0.023)	(0.022)	(0.023)
state21	0.0011	0.0927***	-0.0771***	-0.1019***	-0.0762***	0.0178	0.0198	0.0068	0.0390	0.0467	0.0453	0.1066***	0.1080***	0.1069***	0.0949**	0.1172***	0.1293***	0.0552	-0.0391
	(0.011)	(0.015)	(0.021)	(0.013)	(0.016)	(0.023)	(0.027)	(0.027)	(0.029)	(0.031)	(0.031)	(0.033)	(0.033)	(0.035)	(0.041)	(0.043)	(0.043)	(0.045)	(0.046)
state22	-0.0088	0.1394***	-0.0485*	-0.0614***	-0.0592**	0.0287	0.0050	-0.0251	-0.0044	0.0205	0.0216	0.0953**	0.0961**	0.0990**	0.0909**	0.1074**	0.1171**	0.0324	-0.0574
	(0.033)	(0.038)	(0.027)	(0.021)	(0.027)	(0.028)	(0.032)	(0.034)	(0.037)	(0.040)	(0.040)	(0.039)	(0.038)	(0.042)	(0.044)	(0.044)	(0.045)	(0.045)	(0.046)
state23	0.0251***	0.1385***	-0.0812***	-0.0995***	-0.0925***	-0.0078	-0.0043	-0.0061	0.0152	0.0465***	0.0438***	0.1043***	0.1117***	0.0936***	0.0556***	0.0730***	0.0891***	-0.0010	-0.1101***
	(0.005)	(0.006)	(0.007)	(0.006)	(0.008)	(0.010)	(0.011)	(0.012)	(0.013)	(0.013)	(0.013)	(0.014)	(0.013)	(0.014)	(0.014)	(0.014)	(0.015)	(0.016)	(0.016)
state24	-0.0292***	0.1272***	-0.0228**	-0.0324***	-0.0279***	0.0477***	0.0549***	0.0345***	0.0611***	0.0704***	0.0694***	0.1162***	0.1268***	0.1218***	0.1045***	0.1176***	0.1484***	0.0679***	-0.0264
	(0.004)	(0.006)	(0.009)	(0.006)	(0.009)	(0.010)	(0.011)	(0.012)	(0.012)	(0.013)	(0.012)	(0.013)	(0.013)	(0.013)	(0.014)	(0.013)	(0.015)	(0.015)	(0.016)
state25	-0.0484***	0.1574***	-0.0519***	-0.0371	-0.0926***	0.0413***	0.0483***	0.0583***	0.0898***	0.1169***	0.1134***	0.1891***	0.2070***	0.2112***	0.2147***	0.2349***	0.2438***	0.1640***	0.0601***
	(0.005)	(0.022)	(0.014)	(0.028)	(0.010)	(0.013)	(0.012)	(0.016)	(0.019)	(0.027)	(0.025)	(0.035)	(0.036)	(0.025)	(0.016)	(0.015)	(0.016)	(0.018)	(0.017)
state26	-0.0776***	0.0915***	-0.1376***	-0.1742***	-0.1756***	-0.1093***	-0.0900***	-0.0824***	-0.0520**	0.0088	0.0219	0.0784***	0.0782***	0.0952***	0.1039***	0.1323***	0.1449***	0.0711***	-0.0309
	(0.011)	(0.012)	(0.009)	(0.009)	(0.011)	(0.017)	(0.017)	(0.021)	(0.020)	(0.022)	(0.020)	(0.018)	(0.017)	(0.019)	(0.023)	(0.022)	(0.016)	(0.017)	(0.021)
state27	-0.0648***	0.1894***	0.0967***	0.0279*	-0.0017	0.0576**	0.1888***	0.1340***	0.0573*	0.0597*	0.0631*	0.1179***	0.1121***	0.1154***	0.1020***	0.1197***	0.1122***	0.0263	-0.0644
	(0.012)	(0.015)	(0.019)	(0.017)	(0.022)	(0.027)	(0.030)	(0.032)	(0.034)	(0.034)	(0.034)	(0.036)	(0.034)	(0.036)	(0.036)	(0.038)	(0.040)	(0.041)	(0.041)
Constant	-0.1601***	-0.4496***	-0.0567***	-0.0667***	-0.1224***	-0.1880***	-0.1782***	-0.1952***	-0.2197***	-0.2788***	-0.2777***	-0.4143***	-0.4045***	-0.4232***	-0.4233***	-0.4346***	-0.4325***	-0.3570***	-0.2361***
	(0.005)	(0.005)	(0.007)	(0.007)	(0.008)	(0.010)	(0.010)	(0.010)	(0.011)	(0.010)	(0.011)	(0.011)	(0.010)	(0.011)	(0.011)	(0.012)	(0.013)	(0.013)	(0.013)
																			
Observations	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238
R-squared	0.226	0.194	0.390	0.452	0.445	0.367	0.348	0.345	0.331	0.341	0.355	0.397	0.439	0.458	0.523	0.525	0.535	0.558	0.570
Robust standard errors in parentheses																			
*** p<0.01, ** p<0.05, * p<0.1																			
