	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)
state13	0.0495**	0.0964***	-0.0476***	-0.0779***	-0.0449***	-0.0443**	-0.0525**	-0.0590***	-0.0486**	-0.0338*	-0.0265	0.0246	-0.0001	0.0007	0.0153	0.0215	0.0400**	0.0101	-0.0277
	(0.019)	(0.011)	(0.012)	(0.014)	(0.012)	(0.018)	(0.020)	(0.020)	(0.019)	(0.018)	(0.016)	(0.016)	(0.015)	(0.018)	(0.016)	(0.016)	(0.018)	(0.020)	(0.024)
state14	0.0702***	0.1122***	0.0203***	-0.0661**	-0.1123***	-0.0845***	-0.0808***	-0.0516***	-0.0631***	-0.0472***	-0.0467***	0.0315***	0.0305***	0.0273**	0.0572***	0.0501***	0.0592***	0.0501***	-0.0025
	(0.004)	(0.008)	(0.006)	(0.027)	(0.008)	(0.019)	(0.012)	(0.010)	(0.012)	(0.014)	(0.012)	(0.009)	(0.009)	(0.011)	(0.008)	(0.013)	(0.013)	(0.010)	(0.011)
state15	0.0647	0.0968***	-0.0500***	-0.1465***	-0.1717***	-0.1278***	-0.1050***	-0.1389***	-0.1392***	-0.1092***	-0.1154***	-0.0746*	-0.0851**	-0.0597*	-0.0361	-0.0027	0.0057	-0.0040	-0.0663
	(0.063)	(0.017)	(0.011)	(0.012)	(0.011)	(0.016)	(0.020)	(0.020)	(0.024)	(0.026)	(0.039)	(0.044)	(0.033)	(0.035)	(0.044)	(0.043)	(0.052)	(0.044)	(0.052)
state16	0.0424**	0.0922***	-0.0980***	-0.1354***	-0.1198***	-0.1100***	-0.1107***	-0.1242***	-0.1049***	-0.0799***	-0.0886***	-0.0310	-0.0366	-0.0254	-0.0221	-0.0132	0.0003	-0.0303	-0.0788***
	(0.016)	(0.019)	(0.022)	(0.021)	(0.023)	(0.029)	(0.021)	(0.024)	(0.021)	(0.023)	(0.023)	(0.025)	(0.024)	(0.024)	(0.024)	(0.024)	(0.023)	(0.022)	(0.023)
state17	0.0248	0.0637***	-0.1082***	-0.0951***	-0.1043***	-0.0665***	-0.0772***	-0.0791***	-0.0661***	-0.0554**	-0.0543**	-0.0162	-0.0214	-0.0160	-0.0180	0.0046	0.0240	-0.0097	-0.0516**
	(0.016)	(0.011)	(0.018)	(0.019)	(0.018)	(0.020)	(0.020)	(0.021)	(0.023)	(0.024)	(0.022)	(0.023)	(0.022)	(0.022)	(0.023)	(0.023)	(0.022)	(0.023)	(0.023)
