ols_b,ols_se,iv_b,iv_se,rf_b,rf_se,fs_b,fs_se,fs_F,theta_inverse_b,theta_inverse_se,obs,markets
.0718304,.018956,-6.949625,6.423697,.2758994,.0641977,-.0396999,.0350338,1.284118,-5.829266,6.422838,15913,15913
