	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)
VARIABLES	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010
																			
rtr_kume_main	0.2134*	-0.3103***	-0.1139	-0.1005	-0.0620	-0.1807	-0.3905***	-0.4537***	-0.6002***	-0.9015***	-0.9420***	-1.1320***	-1.1988***	-1.3411***	-1.5307***	-1.5655***	-1.5552***	-1.6029***	-1.5683***
	(0.111)	(0.109)	(0.112)	(0.115)	(0.104)	(0.136)	(0.144)	(0.141)	(0.145)	(0.148)	(0.150)	(0.151)	(0.155)	(0.153)	(0.167)	(0.171)	(0.176)	(0.176)	(0.186)
delta_86_90	0.0889	0.0238	-0.0989	-0.0902	-0.0682	-0.1464	-0.2273	-0.2465	-0.2799	-0.2950	-0.2874	-0.3244	-0.3132	-0.3181	-0.3336	-0.3378	-0.4342**	-0.4409**	-0.4652**
	(0.078)	(0.100)	(0.136)	(0.131)	(0.137)	(0.157)	(0.174)	(0.187)	(0.189)	(0.204)	(0.205)	(0.216)	(0.218)	(0.220)	(0.226)	(0.231)	(0.192)	(0.196)	(0.190)
state2	-0.0174**	0.1494***	0.1293***	-0.0928***	-0.1125***	-0.0541***	-0.0236	-0.0412**	-0.0129	0.0090	-0.0185	0.0025	-0.0166	-0.0361	-0.0105	0.0084	-0.0051	-0.0696**	-0.1152***
	(0.008)	(0.009)	(0.033)	(0.012)	(0.013)	(0.015)	(0.021)	(0.020)	(0.022)	(0.021)	(0.018)	(0.019)	(0.021)	(0.023)	(0.023)	(0.027)	(0.026)	(0.031)	(0.031)
state3	0.0211	0.0874***	-0.1510**	-0.1318***	-0.2173***	-0.0888***	-0.0727***	-0.1726***	-0.1429***	-0.1830***	-0.1314***	-0.1075***	-0.1173***	-0.1397***	-0.1350***	-0.1225***	-0.0841***	-0.1568***	-0.1711***
	(0.013)	(0.022)	(0.066)	(0.040)	(0.031)	(0.029)	(0.020)	(0.040)	(0.051)	(0.061)	(0.043)	(0.033)	(0.036)	(0.040)	(0.037)	(0.036)	(0.023)	(0.045)	(0.042)
state4	-0.1399***	-0.1175***	-0.1161***	-0.1161***	-0.0737**	-0.0335	-0.0232	-0.0320	-0.0338	0.0021	-0.1132**	-0.0708	-0.0847*	-0.1371***	-0.1231**	-0.1222**	-0.1037**	-0.1337***	-0.1879***
	(0.015)	(0.021)	(0.029)	(0.028)	(0.029)	(0.033)	(0.037)	(0.040)	(0.040)	(0.043)	(0.043)	(0.045)	(0.046)	(0.046)	(0.047)	(0.048)	(0.040)	(0.041)	(0.040)
state5	0.0397***	0.0723***	-0.1149***	-0.1726***	-0.1889***	-0.1544***	-0.1338***	-0.1368***	-0.1431***	-0.1111***	-0.1110***	-0.0569	-0.0550	-0.0628	-0.0478	-0.0329	-0.0136	-0.0638	-0.1297**
	(0.013)	(0.018)	(0.022)	(0.023)	(0.021)	(0.024)	(0.022)	(0.026)	(0.036)	(0.033)	(0.038)	(0.049)	(0.049)	(0.053)	(0.052)	(0.053)	(0.053)	(0.057)	(0.062)
state6	-0.0988***	0.0351	-0.1012**	-0.0383	-0.1826***	-0.0671	-0.0212	-0.0634	-0.0596	-0.0945	-0.1259**	-0.0544	-0.0594	-0.0774	-0.0552	-0.0354	-0.0241	-0.0600	-0.1116*
	(0.021)	(0.030)	(0.042)	(0.040)	(0.042)	(0.048)	(0.053)	(0.057)	(0.058)	(0.062)	(0.062)	(0.065)	(0.066)	(0.066)	(0.067)	(0.069)	(0.057)	(0.059)	(0.056)
o.state7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																			
state8	0.0464***	0.0794***	-0.1162***	-0.1672***	-0.1424***	-0.1364***	-0.1330***	-0.1352***	-0.1249***	-0.0729**	-0.0867***	-0.0023	-0.0122	0.0036	0.0229	0.0755**	0.1187***	0.0212	-0.0140
	(0.008)	(0.014)	(0.020)	(0.018)	(0.019)	(0.022)	(0.025)	(0.026)	(0.026)	(0.028)	(0.028)	(0.029)	(0.029)	(0.029)	(0.029)	(0.030)	(0.025)	(0.026)	(0.025)
state9	0.1027***	0.4236***	0.2474***	0.1839***	0.4524***	0.4757***	0.4995***	0.4968***	0.5205***	0.5402***	0.5589***	0.6531***	0.6038***	0.8688***	0.7933***	0.7161***	0.7159***	0.7151***	0.5907***
	(0.007)	(0.012)	(0.017)	(0.015)	(0.016)	(0.018)	(0.020)	(0.022)	(0.022)	(0.023)	(0.023)	(0.024)	(0.025)	(0.025)	(0.025)	(0.026)	(0.021)	(0.022)	(0.021)
state10	0.0375***	0.1679***	-0.0529***	-0.0567***	-0.0286*	0.0224	0.0490*	0.0328	0.0424*	0.1014***	0.0934***	0.1562***	0.1508***	0.1683***	0.1762***	0.1959***	0.1992***	0.1739***	0.1050***
	(0.011)	(0.012)	(0.017)	(0.014)	(0.016)	(0.022)	(0.025)	(0.026)	(0.023)	(0.022)	(0.021)	(0.021)	(0.022)	(0.020)	(0.020)	(0.021)	(0.019)	(0.022)	(0.019)
state11	0.0023	0.1092***	-0.0820***	-0.1175***	-0.0548**	-0.0080	0.0090	0.0009	0.0123	0.0713***	0.0783***	0.1429***	0.1502***	0.1621***	0.1734***	0.1915***	0.2045***	0.1664***	0.1180***
	(0.016)	(0.015)	(0.020)	(0.017)	(0.022)	(0.022)	(0.024)	(0.025)	(0.026)	(0.026)	(0.027)	(0.028)	(0.027)	(0.028)	(0.029)	(0.028)	(0.025)	(0.025)	(0.024)
