	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)
VARIABLES	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010
																			
rtr_kume_main	0.2437**	-0.3024***	-0.1471	-0.1325	-0.0861	-0.2332*	-0.4702***	-0.5400***	-0.6979***	-1.0027***	-1.0396***	-1.2419***	-1.3055***	-1.4494***	-1.6433***	-1.6801***	-1.6990***	-1.7497***	-1.7222***
	(0.095)	(0.107)	(0.116)	(0.112)	(0.104)	(0.139)	(0.151)	(0.148)	(0.152)	(0.152)	(0.154)	(0.153)	(0.159)	(0.157)	(0.163)	(0.165)	(0.178)	(0.182)	(0.189)
state2	-0.0252***	0.1474***	0.1385***	-0.0845***	-0.1063***	-0.0410***	-0.0037	-0.0200	0.0107	0.0343*	0.0061	0.0304***	0.0103***	-0.0087	0.0183***	0.0375***	0.0323***	-0.0314**	-0.0748***
	(0.007)	(0.001)	(0.032)	(0.003)	(0.003)	(0.009)	(0.019)	(0.018)	(0.022)	(0.018)	(0.008)	(0.006)	(0.002)	(0.006)	(0.004)	(0.009)	(0.009)	(0.015)	(0.014)
state3	0.0265**	0.0887***	-0.1553**	-0.1361***	-0.2211***	-0.0965***	-0.0854***	-0.1862***	-0.1591***	-0.2005***	-0.1485***	-0.1263***	-0.1341***	-0.1573***	-0.1543***	-0.1424***	-0.1092***	-0.1818***	-0.1970***
	(0.010)	(0.022)	(0.064)	(0.038)	(0.029)	(0.026)	(0.015)	(0.034)	(0.045)	(0.055)	(0.036)	(0.026)	(0.028)	(0.032)	(0.029)	(0.027)	(0.013)	(0.035)	(0.033)
state4	-0.1215***	-0.1126***	-0.1367***	-0.1350***	-0.0880***	-0.0642***	-0.0707***	-0.0837***	-0.0926***	-0.0596***	-0.1734***	-0.1387***	-0.1502***	-0.2036***	-0.1928***	-0.1927***	-0.1944***	-0.2258***	-0.2850***
	(0.002)	(0.002)	(0.002)	(0.002)	(0.002)	(0.002)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)	(0.003)
state5	0.0483***	0.0745***	-0.1244***	-0.1812***	-0.1956***	-0.1686***	-0.1560***	-0.1605***	-0.1700***	-0.1395***	-0.1386***	-0.0876**	-0.0847**	-0.0930**	-0.0797**	-0.0651	-0.0557	-0.1065**	-0.1745***
	(0.010)	(0.015)	(0.015)	(0.017)	(0.014)	(0.015)	(0.009)	(0.013)	(0.025)	(0.020)	(0.026)	(0.036)	(0.037)	(0.041)	(0.040)	(0.041)	(0.040)	(0.044)	(0.049)
state6	-0.0728***	0.0421***	-0.1305***	-0.0651***	-0.2029***	-0.1105***	-0.0884***	-0.1365***	-0.1426***	-0.1818***	-0.2112***	-0.1505***	-0.1521***	-0.1716***	-0.1541***	-0.1354***	-0.1529***	-0.1908***	-0.2495***
	(0.005)	(0.005)	(0.006)	(0.006)	(0.006)	(0.007)	(0.008)	(0.008)	(0.008)	(0.008)	(0.008)	(0.008)	(0.008)	(0.008)	(0.008)	(0.009)	(0.009)	(0.009)	(0.010)
o.state7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																			
state8	0.0566***	0.0822***	-0.1278***	-0.1778***	-0.1505***	-0.1537***	-0.1599***	-0.1645***	-0.1581***	-0.1079***	-0.1209***	-0.0409***	-0.0497***	-0.0343***	-0.0170	0.0351***	0.0665***	-0.0320**	-0.0701***
	(0.007)	(0.007)	(0.008)	(0.008)	(0.007)	(0.010)	(0.011)	(0.010)	(0.011)	(0.011)	(0.011)	(0.011)	(0.011)	(0.011)	(0.011)	(0.011)	(0.012)	(0.013)	(0.013)
state9	0.0930***	0.4210***	0.2581***	0.1934***	0.4596***	0.4911***	0.5237***	0.5229***	0.5500***	0.5716***	0.5895***	0.6877***	0.6373***	0.9028***	0.8290***	0.7523***	0.7626***	0.7626***	0.6408***
	(0.004)	(0.004)	(0.004)	(0.004)	(0.004)	(0.005)	(0.006)	(0.006)	(0.006)	(0.006)	(0.006)	(0.006)	(0.006)	(0.006)	(0.006)	(0.006)	(0.007)	(0.007)	(0.007)
state10	0.0417***	0.1690***	-0.0577***	-0.0610***	-0.0319**	0.0152	0.0378	0.0204	0.0281	0.0866***	0.0787***	0.1396***	0.1348***	0.1521***	0.1592***	0.1788***	0.1770***	0.1514***	0.0812***
	(0.012)	(0.011)	(0.014)	(0.012)	(0.013)	(0.021)	(0.024)	(0.025)	(0.021)	(0.019)	(0.018)	(0.019)	(0.019)	(0.018)	(0.017)	(0.019)	(0.019)	(0.021)	(0.019)
state11	0.0117	0.1117***	-0.0927***	-0.1271***	-0.0622***	-0.0236**	-0.0156	-0.0258**	-0.0182	0.0394***	0.0471***	0.1081***	0.1169***	0.1277***	0.1376***	0.1551***	0.1575***	0.1188***	0.0681***
	(0.014)	(0.010)	(0.010)	(0.009)	(0.013)	(0.011)	(0.015)	(0.013)	(0.016)	(0.013)	(0.012)	(0.017)	(0.017)	(0.018)	(0.021)	(0.014)	(0.023)	(0.016)	(0.016)
state12	0.0019	0.0938***	-0.0167	-0.0724***	-0.0943***	-0.0380***	-0.0380***	-0.0298**	-0.0375***	-0.0041	-0.0061	0.0376***	0.0279**	0.0493***	0.0800***	0.0827***	0.1135***	0.0693***	-0.0029
	(0.006)	(0.021)	(0.025)	(0.011)	(0.011)	(0.012)	(0.012)	(0.012)	(0.012)	(0.010)	(0.011)	(0.011)	(0.012)	(0.012)	(0.014)	(0.015)	(0.020)	(0.015)	(0.017)
